INCOME,INCOME_TYPE,User,EDUCATION_TYPE
112500,Working,5091030,Secondary / secondary special
157500,Working,5091023,Secondary / secondary special
157500,Working,5091022,Secondary / secondary special
157500,Working,5091020,Secondary / secondary special
112500,Working,5091018,Secondary / secondary special
112500,Working,5091017,Secondary / secondary special
112500,Working,5091016,Secondary / secondary special
112500,Working,5091015,Secondary / secondary special
112500,Working,5091013,Secondary / secondary special
90000,Working,5091012,Lower secondary
157500,Commercial associate,5091007,Secondary / secondary special
157500,Commercial associate,5091006,Secondary / secondary special
157500,Commercial associate,5091005,Secondary / secondary special
157500,Commercial associate,5091004,Secondary / secondary special
157500,Commercial associate,5091003,Secondary / secondary special
157500,Commercial associate,5091002,Secondary / secondary special
157500,Commercial associate,5091001,Secondary / secondary special
405000,Working,5091000,Higher education
405000,Working,5090999,Higher education
405000,Working,5090998,Higher education
405000,Working,5090997,Higher education
405000,Working,5090996,Higher education
405000,Working,5090995,Higher education
405000,Working,5090994,Higher education
405000,Working,5090993,Higher education
405000,Working,5090992,Higher education
405000,Working,5090991,Higher education
405000,Working,5090990,Higher education
405000,Working,5090988,Higher education
495000,Working,5090987,Incomplete higher
495000,Working,5090986,Incomplete higher
495000,Working,5090985,Incomplete higher
180000,Working,5090984,Secondary / secondary special
180000,Working,5090983,Secondary / secondary special
180000,Working,5090982,Secondary / secondary special
180000,Working,5090981,Secondary / secondary special
180000,Working,5090980,Secondary / secondary special
180000,Working,5090979,Secondary / secondary special
180000,Working,5090978,Secondary / secondary special
180000,Working,5090977,Secondary / secondary special
202500,Working,5090968,Secondary / secondary special
252000,Commercial associate,5090965,Higher education
360000,Commercial associate,5090963,Higher education
315000,Working,5090960,Higher education
72000,Working,5090959,Secondary / secondary special
72000,Working,5090958,Secondary / secondary special
72000,Working,5090956,Secondary / secondary special
270000,State servant,5090955,Secondary / secondary special
270000,State servant,5090954,Secondary / secondary special
189000,Commercial associate,5090953,Secondary / secondary special
189000,Commercial associate,5090952,Secondary / secondary special
189000,Commercial associate,5090951,Secondary / secondary special
247500,State servant,5090944,Secondary / secondary special
225000,Commercial associate,5090942,Secondary / secondary special
184500,Working,5090940,Higher education
184500,Working,5090939,Higher education
184500,Working,5090938,Higher education
184500,Working,5090937,Higher education
148500,Commercial associate,5090936,Higher education
225000,Working,5090935,Higher education
117000,Working,5090927,Higher education
243000,Commercial associate,5090925,Secondary / secondary special
247500,Commercial associate,5090924,Higher education
76500,Working,5090921,Secondary / secondary special
193500,Working,5090919,Secondary / secondary special
225000,Working,5090918,Higher education
135000,Working,5090915,Secondary / secondary special
103500,Commercial associate,5090909,Secondary / secondary special
360000,Commercial associate,5090908,Higher education
90000,Working,5090904,Secondary / secondary special
90000,Working,5090903,Secondary / secondary special
121500,Commercial associate,5090898,Secondary / secondary special
225000,Working,5090897,Higher education
81000,Working,5090895,Secondary / secondary special
90000,Working,5090894,Higher education
225000,Working,5090893,Higher education
99000,Working,5090889,Secondary / secondary special
157500,Working,5090887,Secondary / secondary special
157500,Working,5090886,Higher education
135000,Working,5090883,Secondary / secondary special
171000,Working,5090882,Secondary / secondary special
337500,Working,5090879,Higher education
337500,Working,5090878,Higher education
112500,Commercial associate,5090877,Secondary / secondary special
112500,Commercial associate,5090875,Secondary / secondary special
225000,Working,5090871,Secondary / secondary special
112500,Working,5090869,Secondary / secondary special
202500,Commercial associate,5090866,Higher education
405000,Working,5090865,Secondary / secondary special
202500,Commercial associate,5090861,Secondary / secondary special
135000,Working,5090859,Secondary / secondary special
180000,Commercial associate,5090858,Secondary / secondary special
180000,Commercial associate,5090857,Secondary / secondary special
202500,Working,5090856,Secondary / secondary special
135000,Working,5090855,Secondary / secondary special
270000,Working,5090851,Higher education
270000,Working,5090849,Higher education
112500,Working,5090847,Higher education
135000,Commercial associate,5090846,Secondary / secondary special
144000,Working,5090843,Secondary / secondary special
144000,Working,5090842,Secondary / secondary special
144000,Working,5090840,Secondary / secondary special
180000,Working,5090839,Higher education
135000,Working,5090838,Secondary / secondary special
225000,Working,5090835,Secondary / secondary special
90000,Working,5090832,Secondary / secondary special
450000,Commercial associate,5090831,Secondary / secondary special
450000,Commercial associate,5090830,Secondary / secondary special
450000,Commercial associate,5090829,Secondary / secondary special
135000,Commercial associate,5090827,Secondary / secondary special
135000,Commercial associate,5090826,Secondary / secondary special
225000,Commercial associate,5090824,Secondary / secondary special
157500,Working,5090820,Secondary / secondary special
612000,State servant,5090818,Secondary / secondary special
612000,State servant,5090817,Secondary / secondary special
157500,Working,5090816,Higher education
126000,Working,5090814,Secondary / secondary special
126000,Working,5090812,Secondary / secondary special
225000,Working,5090811,Secondary / secondary special
112500,Working,5090801,Secondary / secondary special
270000,Commercial associate,5090799,Higher education
247500,Working,5090794,Higher education
247500,Working,5090793,Higher education
238500,Working,5090791,Higher education
238500,Working,5090790,Higher education
225000,Commercial associate,5090788,Secondary / secondary special
157500,Commercial associate,5090783,Secondary / secondary special
69372,Working,5090781,Secondary / secondary special
202500,Working,5090780,Secondary / secondary special
126000,Working,5090779,Secondary / secondary special
202500,Working,5090778,Higher education
1125000,Commercial associate,5090777,Higher education
225000,Working,5090774,Secondary / secondary special
202500,Working,5090773,Secondary / secondary special
202500,Working,5090772,Secondary / secondary special
126000,Working,5090771,Higher education
360000,Commercial associate,5090769,Secondary / secondary special
108000,Working,5090768,Secondary / secondary special
108000,Working,5090767,Secondary / secondary special
164250,Commercial associate,5090766,Secondary / secondary special
292500,Working,5090765,Higher education
112500,State servant,5090764,Secondary / secondary special
54000,Working,5090763,Higher education
90000,Working,5090761,Secondary / secondary special
81000,State servant,5090759,Secondary / secondary special
148500,Working,5090755,Higher education
1350000,Commercial associate,5090752,Higher education
117000,Working,5090751,Secondary / secondary special
225000,Working,5090745,Incomplete higher
225000,Working,5090744,Incomplete higher
135000,Commercial associate,5090741,Higher education
337500,Commercial associate,5090739,Higher education
225000,Working,5090738,Secondary / secondary special
225000,Working,5090737,Secondary / secondary special
135000,Working,5090736,Higher education
135000,Working,5090735,Secondary / secondary special
67500,Commercial associate,5090734,Secondary / secondary special
171000,Working,5090733,Secondary / secondary special
171000,Commercial associate,5090732,Higher education
171000,Commercial associate,5090731,Higher education
135000,Commercial associate,5090730,Higher education
180000,Working,5090724,Secondary / secondary special
234000,Working,5090719,Secondary / secondary special
67500,Working,5090715,Secondary / secondary special
144000,Working,5090714,Secondary / secondary special
90000,Working,5090713,Secondary / secondary special
90000,Working,5090712,Secondary / secondary special
270000,Working,5090708,Higher education
270000,Working,5090707,Higher education
225000,Commercial associate,5090703,Higher education
202500,State servant,5090702,Secondary / secondary special
90000,Working,5090698,Secondary / secondary special
247500,Commercial associate,5090697,Incomplete higher
315000,Commercial associate,5090696,Higher education
315000,Commercial associate,5090695,Higher education
112500,State servant,5090691,Secondary / secondary special
202500,Commercial associate,5090690,Higher education
135000,Working,5090689,Higher education
270000,Working,5090687,Secondary / secondary special
360000,Working,5090685,Higher education
135000,Working,5090682,Secondary / secondary special
360000,State servant,5090680,Higher education
180000,Working,5090679,Secondary / secondary special
315000,Commercial associate,5090678,Higher education
36000,Working,5090675,Secondary / secondary special
67500,Working,5090674,Secondary / secondary special
225000,Working,5090668,Higher education
112500,State servant,5090661,Secondary / secondary special
126000,Working,5090660,Secondary / secondary special
247500,State servant,5090659,Higher education
135000,Commercial associate,5090657,Higher education
135000,Commercial associate,5090656,Higher education
135000,Commercial associate,5090655,Higher education
162000,Commercial associate,5090653,Secondary / secondary special
315000,Working,5090651,Higher education
135000,State servant,5090649,Secondary / secondary special
135000,State servant,5090648,Secondary / secondary special
180000,Commercial associate,5090644,Secondary / secondary special
202500,Working,5090643,Secondary / secondary special
157500,Working,5090641,Secondary / secondary special
247500,Commercial associate,5090639,Secondary / secondary special
117000,Working,5090636,Secondary / secondary special
135000,Working,5090635,Higher education
292500,Commercial associate,5090632,Incomplete higher
234000,Working,5090627,Higher education
360000,Working,5090622,Higher education
360000,Working,5090621,Higher education
157500,Working,5090617,Secondary / secondary special
382500,Commercial associate,5090614,Secondary / secondary special
315000,Working,5090613,Higher education
202500,Working,5090612,Higher education
157500,Commercial associate,5090609,Secondary / secondary special
202500,Commercial associate,5090608,Higher education
135000,Working,5090604,Secondary / secondary special
202500,Working,5090603,Higher education
202500,Working,5090600,Higher education
112500,State servant,5090599,Higher education
112500,State servant,5090598,Higher education
189000,Working,5090597,Secondary / secondary special
189000,Working,5090596,Secondary / secondary special
54000,Working,5090595,Secondary / secondary special
270000,Working,5090594,Secondary / secondary special
247500,Working,5090593,Lower secondary
301500,Commercial associate,5090592,Higher education
225000,Working,5090590,Higher education
135000,Working,5090582,Higher education
202500,State servant,5090581,Higher education
225000,Working,5090580,Incomplete higher
157500,Working,5090578,Secondary / secondary special
315000,Commercial associate,5090576,Secondary / secondary special
121500,Working,5090574,Secondary / secondary special
157500,Working,5090572,Secondary / secondary special
360000,Commercial associate,5090569,Higher education
450000,Working,5090568,Higher education
112500,Commercial associate,5090567,Secondary / secondary special
157500,Working,5090565,Secondary / secondary special
225000,Working,5090561,Secondary / secondary special
270000,Commercial associate,5090558,Secondary / secondary special
180000,Working,5090557,Secondary / secondary special
180000,Commercial associate,5090550,Secondary / secondary special
405000,State servant,5090548,Higher education
247500,Commercial associate,5090546,Higher education
135000,Working,5090545,Higher education
135000,Working,5090544,Higher education
85500,Working,5090543,Secondary / secondary special
405000,Commercial associate,5090541,Secondary / secondary special
103500,Working,5090540,Secondary / secondary special
270000,Working,5090538,Secondary / secondary special
135000,Working,5090536,Secondary / secondary special
180000,Commercial associate,5090535,Higher education
202500,Working,5090534,Incomplete higher
171000,Working,5090533,Secondary / secondary special
180000,Commercial associate,5090532,Secondary / secondary special
157500,Commercial associate,5090530,Secondary / secondary special
288000,Working,5090529,Higher education
180000,State servant,5090528,Secondary / secondary special
90000,Working,5090527,Higher education
315000,Commercial associate,5090523,Higher education
315000,Commercial associate,5090522,Higher education
144000,Commercial associate,5090520,Higher education
144000,Commercial associate,5090519,Higher education
121500,Commercial associate,5090516,Secondary / secondary special
202500,Working,5090513,Secondary / secondary special
207000,Working,5090511,Secondary / secondary special
207000,Working,5090510,Secondary / secondary special
225000,Commercial associate,5090509,Higher education
99000,Working,5090507,Higher education
315000,State servant,5090506,Secondary / secondary special
112500,Working,5090501,Secondary / secondary special
225000,Working,5090492,Secondary / secondary special
337500,Commercial associate,5090491,Higher education
148500,Working,5090489,Secondary / secondary special
148500,Working,5090488,Secondary / secondary special
315000,Commercial associate,5090486,Secondary / secondary special
225000,Commercial associate,5090485,Secondary / secondary special
94500,Working,5090480,Secondary / secondary special
94500,Working,5090479,Secondary / secondary special
180000,Commercial associate,5090478,Secondary / secondary special
81000,State servant,5090477,Secondary / secondary special
81000,State servant,5090476,Secondary / secondary special
135000,Commercial associate,5090475,Secondary / secondary special
180000,Working,5090474,Higher education
225000,Working,5090473,Secondary / secondary special
900000,Working,5090470,Secondary / secondary special
180000,State servant,5090468,Higher education
135000,Commercial associate,5090466,Secondary / secondary special
315000,Working,5090465,Secondary / secondary special
126000,Commercial associate,5090464,Secondary / secondary special
126000,Commercial associate,5090462,Secondary / secondary special
126000,Commercial associate,5090461,Secondary / secondary special
121500,Working,5090458,Secondary / secondary special
315000,Working,5090457,Higher education
180000,Commercial associate,5090454,Secondary / secondary special
135000,Working,5090452,Secondary / secondary special
171000,Working,5090450,Secondary / secondary special
180000,Working,5090449,Secondary / secondary special
427500,Commercial associate,5090447,Higher education
157500,Working,5090445,Secondary / secondary special
270000,Working,5090444,Secondary / secondary special
90000,Working,5090442,Secondary / secondary special
337500,Working,5090438,Secondary / secondary special
112500,Working,5090437,Secondary / secondary special
427500,Working,5090434,Secondary / secondary special
427500,Working,5090433,Secondary / secondary special
148500,Working,5090432,Secondary / secondary special
382500,Commercial associate,5090430,Secondary / secondary special
450000,Commercial associate,5090428,Higher education
252000,Commercial associate,5090427,Secondary / secondary special
180000,Working,5090426,Secondary / secondary special
189000,Working,5090424,Secondary / secondary special
180000,Working,5090419,Higher education
99000,Working,5090413,Secondary / secondary special
90000,Working,5090409,Secondary / secondary special
90000,Working,5090408,Secondary / secondary special
315000,Working,5090407,Higher education
382500,Commercial associate,5090405,Higher education
382500,Commercial associate,5090404,Higher education
180000,Working,5090403,Secondary / secondary special
36000,Working,5090400,Secondary / secondary special
112500,State servant,5090396,Higher education
225000,Commercial associate,5090394,Secondary / secondary special
112500,Working,5090392,Secondary / secondary special
180000,Working,5090390,Higher education
175500,Commercial associate,5090389,Higher education
162000,Commercial associate,5090388,Secondary / secondary special
247500,Commercial associate,5090386,Higher education
180000,Commercial associate,5090383,Secondary / secondary special
112500,State servant,5090375,Higher education
270000,State servant,5090374,Higher education
270000,State servant,5090373,Higher education
112500,Working,5090371,Secondary / secondary special
112500,Working,5090370,Secondary / secondary special
225000,Working,5090369,Secondary / secondary special
225000,Working,5090368,Secondary / secondary special
135000,Working,5090366,Secondary / secondary special
157500,State servant,5090365,Higher education
67500,Working,5090363,Higher education
135000,Working,5090361,Secondary / secondary special
67500,Working,5090358,Secondary / secondary special
135000,Commercial associate,5090356,Secondary / secondary special
225000,Working,5090353,Higher education
112500,Working,5090351,Secondary / secondary special
112500,Working,5090350,Secondary / secondary special
247500,Working,5090348,Secondary / secondary special
67500,Working,5090347,Secondary / secondary special
72000,Working,5090346,Secondary / secondary special
270000,Working,5090345,Secondary / secondary special
202500,Commercial associate,5090342,Higher education
202500,Commercial associate,5090341,Higher education
135000,Working,5090340,Secondary / secondary special
180000,Commercial associate,5090338,Secondary / secondary special
144000,Commercial associate,5090335,Secondary / secondary special
135000,Working,5090324,Higher education
202500,Working,5090321,Secondary / secondary special
180000,Commercial associate,5090320,Higher education
180000,Working,5090318,Secondary / secondary special
675000,Working,5090317,Secondary / secondary special
427500,Working,5090316,Higher education
202500,Working,5090313,Secondary / secondary special
360000,Commercial associate,5090309,Secondary / secondary special
180000,Commercial associate,5090308,Higher education
405000,Commercial associate,5090302,Secondary / secondary special
90000,Commercial associate,5090301,Secondary / secondary special
90000,Commercial associate,5090300,Secondary / secondary special
202500,Working,5090293,Secondary / secondary special
202500,Working,5090292,Secondary / secondary special
225000,Working,5090291,Secondary / secondary special
450000,Commercial associate,5090288,Secondary / secondary special
450000,Commercial associate,5090287,Secondary / secondary special
292500,State servant,5090286,Secondary / secondary special
193500,State servant,5090278,Higher education
81000,State servant,5090276,Higher education
292500,Working,5090275,Secondary / secondary special
112500,Commercial associate,5090273,Secondary / secondary special
157500,Commercial associate,5090270,Secondary / secondary special
247500,Commercial associate,5090269,Secondary / secondary special
135000,Commercial associate,5090265,Higher education
117000,Working,5090264,Secondary / secondary special
81000,Working,5090263,Secondary / secondary special
630000,Working,5090260,Higher education
45000,Working,5090258,Secondary / secondary special
157500,Commercial associate,5090257,Secondary / secondary special
180000,Working,5090255,Secondary / secondary special
180000,Working,5090254,Secondary / secondary special
135000,Working,5090253,Secondary / secondary special
315000,Commercial associate,5090251,Higher education
315000,Commercial associate,5090250,Higher education
315000,Commercial associate,5090249,Higher education
112500,Working,5090245,Secondary / secondary special
405000,Working,5090244,Secondary / secondary special
135000,Working,5090238,Higher education
157500,Working,5090237,Higher education
292500,Commercial associate,5090236,Higher education
225000,Commercial associate,5090234,Secondary / secondary special
135000,Working,5090232,Secondary / secondary special
135000,Commercial associate,5090229,Secondary / secondary special
157500,Working,5090227,Higher education
90000,Working,5090226,Secondary / secondary special
135000,Working,5090225,Secondary / secondary special
112500,Working,5090224,Secondary / secondary special
202500,Commercial associate,5090220,Secondary / secondary special
810000,Commercial associate,5090217,Incomplete higher
135000,Working,5090216,Secondary / secondary special
135000,Working,5090214,Secondary / secondary special
225000,Working,5090213,Secondary / secondary special
216000,Working,5090210,Secondary / secondary special
238500,Working,5090206,Secondary / secondary special
135000,Commercial associate,5090205,Secondary / secondary special
119250,Commercial associate,5090203,Secondary / secondary special
157500,State servant,5090200,Higher education
112500,Working,5090197,Higher education
135000,Working,5090196,Secondary / secondary special
90000,Working,5090195,Secondary / secondary special
157500,Working,5090193,Secondary / secondary special
193500,Working,5090189,Higher education
157500,Working,5090188,Secondary / secondary special
360000,Working,5090181,Secondary / secondary special
378000,Commercial associate,5090180,Secondary / secondary special
378000,Commercial associate,5090179,Secondary / secondary special
112500,Working,5090178,Secondary / secondary special
72000,Working,5090177,Higher education
333000,Working,5090173,Secondary / secondary special
211500,Working,5090169,Higher education
225000,Working,5090167,Higher education
675000,Commercial associate,5090166,Secondary / secondary special
112500,Working,5090164,Secondary / secondary special
135000,State servant,5090163,Secondary / secondary special
135000,Working,5090162,Secondary / secondary special
135000,Working,5090160,Secondary / secondary special
360000,Working,5090158,Secondary / secondary special
225000,State servant,5090155,Higher education
225000,Working,5090154,Higher education
180000,Working,5090153,Secondary / secondary special
135000,Working,5090152,Secondary / secondary special
292500,Working,5090148,Secondary / secondary special
135000,Working,5090147,Secondary / secondary special
162000,State servant,5090146,Higher education
135000,State servant,5090145,Secondary / secondary special
99000,Working,5090142,Secondary / secondary special
135000,Working,5090141,Secondary / secondary special
157500,Working,5090140,Secondary / secondary special
337500,Working,5090137,Secondary / secondary special
67500,Commercial associate,5090136,Secondary / secondary special
256500,State servant,5090134,Higher education
292500,Commercial associate,5090133,Secondary / secondary special
225000,Commercial associate,5090131,Higher education
67500,Commercial associate,5090130,Secondary / secondary special
315000,Commercial associate,5090129,Secondary / secondary special
247500,Commercial associate,5090128,Secondary / secondary special
270000,Working,5090126,Secondary / secondary special
180000,Working,5090124,Higher education
315000,State servant,5090121,Secondary / secondary special
126000,State servant,5090120,Higher education
270000,Commercial associate,5090118,Secondary / secondary special
360000,Working,5090110,Secondary / secondary special
180000,Working,5090109,Secondary / secondary special
252000,Commercial associate,5090108,Secondary / secondary special
166500,Commercial associate,5090106,Higher education
211500,Commercial associate,5090105,Secondary / secondary special
179100,Commercial associate,5090103,Secondary / secondary special
179100,Commercial associate,5090102,Secondary / secondary special
225000,Working,5090099,Higher education
256500,Working,5090098,Higher education
103500,Working,5090092,Secondary / secondary special
134995.5,Working,5090089,Secondary / secondary special
135000,Commercial associate,5090083,Secondary / secondary special
225000,Working,5090081,Higher education
202500,Working,5090079,Higher education
180000,State servant,5090078,Higher education
202500,Commercial associate,5090074,Higher education
130500,Working,5090073,Secondary / secondary special
130500,Working,5090072,Secondary / secondary special
130500,Working,5090071,Secondary / secondary special
157500,Working,5090070,Secondary / secondary special
112500,Working,5090067,Secondary / secondary special
112500,Working,5090066,Secondary / secondary special
112500,Working,5090065,Secondary / secondary special
112500,Working,5090064,Secondary / secondary special
112500,Working,5090063,Secondary / secondary special
112500,Working,5090062,Secondary / secondary special
112500,Working,5090061,Secondary / secondary special
112500,Working,5090060,Secondary / secondary special
112500,Working,5090059,Secondary / secondary special
112500,Working,5090058,Secondary / secondary special
112500,Working,5090057,Secondary / secondary special
112500,Working,5090056,Secondary / secondary special
112500,Working,5090055,Secondary / secondary special
270000,Commercial associate,5090052,Higher education
69372,Working,5090051,Secondary / secondary special
69372,Working,5090050,Secondary / secondary special
69372,Working,5090049,Secondary / secondary special
69372,Working,5090048,Secondary / secondary special
225000,Working,5090047,Higher education
225000,Working,5090046,Higher education
225000,Working,5090044,Higher education
225000,Working,5090042,Higher education
225000,Working,5090040,Higher education
225000,Working,5090039,Higher education
157500,Working,5090032,Secondary / secondary special
157500,Working,5090031,Secondary / secondary special
157500,Working,5090030,Secondary / secondary special
126000,Working,5090028,Higher education
126000,Working,5090027,Higher education
126000,Working,5090026,Higher education
126000,Working,5090025,Higher education
126000,Working,5090024,Higher education
126000,Working,5090023,Higher education
126000,Working,5090022,Higher education
126000,Working,5090021,Higher education
126000,Working,5090020,Higher education
126000,Working,5090019,Higher education
126000,Working,5090018,Higher education
225000,Working,5090017,Incomplete higher
225000,Working,5090016,Incomplete higher
225000,Working,5090015,Incomplete higher
225000,Working,5090014,Incomplete higher
90000,Working,5089979,Secondary / secondary special
90000,Working,5089978,Secondary / secondary special
90000,Working,5089976,Secondary / secondary special
67500,Working,5089975,Secondary / secondary special
135000,Working,5089974,Secondary / secondary special
135000,Working,5089973,Secondary / secondary special
135000,Working,5089972,Secondary / secondary special
135000,Working,5089971,Secondary / secondary special
135000,Working,5089970,Secondary / secondary special
135000,Working,5089969,Secondary / secondary special
135000,Working,5089968,Secondary / secondary special
135000,Working,5089967,Secondary / secondary special
450000,Working,5089965,Secondary / secondary special
450000,Working,5089964,Secondary / secondary special
450000,Working,5089963,Secondary / secondary special
450000,Working,5089962,Secondary / secondary special
450000,Working,5089961,Secondary / secondary special
202500,Working,5089951,Secondary / secondary special
202500,Working,5089950,Secondary / secondary special
202500,Working,5089948,Secondary / secondary special
360000,State servant,5089947,Higher education
360000,State servant,5089946,Higher education
360000,State servant,5089945,Higher education
360000,State servant,5089943,Higher education
360000,State servant,5089942,Higher education
157500,Commercial associate,5089934,Secondary / secondary special
157500,Commercial associate,5089933,Secondary / secondary special
157500,Commercial associate,5089932,Secondary / secondary special
157500,Commercial associate,5089931,Secondary / secondary special
157500,Commercial associate,5089930,Secondary / secondary special
157500,Commercial associate,5089929,Secondary / secondary special
180000,Working,5089926,Secondary / secondary special
225000,Commercial associate,5089910,Secondary / secondary special
225000,Commercial associate,5089909,Secondary / secondary special
225000,Commercial associate,5089908,Secondary / secondary special
225000,Commercial associate,5089907,Secondary / secondary special
225000,Commercial associate,5089906,Secondary / secondary special
225000,Commercial associate,5089905,Secondary / secondary special
225000,Commercial associate,5089904,Secondary / secondary special
225000,Commercial associate,5089903,Secondary / secondary special
67500,Working,5089889,Secondary / secondary special
67500,Working,5089888,Secondary / secondary special
157500,Working,5089887,Higher education
108000,Working,5089858,Secondary / secondary special
108000,Working,5089857,Secondary / secondary special
225000,Commercial associate,5089849,Secondary / secondary special
225000,Commercial associate,5089848,Secondary / secondary special
225000,Commercial associate,5089847,Secondary / secondary special
225000,Commercial associate,5089846,Secondary / secondary special
225000,Commercial associate,5089845,Secondary / secondary special
225000,Commercial associate,5089844,Secondary / secondary special
225000,Commercial associate,5089843,Secondary / secondary special
157500,Working,5089821,Secondary / secondary special
157500,Working,5089820,Secondary / secondary special
270000,Working,5089819,Secondary / secondary special
270000,Working,5089818,Secondary / secondary special
202500,Working,5089817,Secondary / secondary special
202500,Working,5089816,Secondary / secondary special
202500,Working,5089815,Secondary / secondary special
202500,Working,5089814,Secondary / secondary special
202500,Working,5089813,Secondary / secondary special
202500,Working,5089812,Secondary / secondary special
202500,Working,5089811,Secondary / secondary special
202500,Working,5089810,Secondary / secondary special
202500,Working,5089809,Secondary / secondary special
202500,Working,5089808,Secondary / secondary special
202500,Working,5089807,Secondary / secondary special
202500,Working,5089806,Secondary / secondary special
126000,Working,5089802,Secondary / secondary special
126000,Working,5089801,Secondary / secondary special
126000,Working,5089800,Secondary / secondary special
126000,Working,5089799,Secondary / secondary special
126000,Working,5089798,Secondary / secondary special
126000,Working,5089797,Secondary / secondary special
126000,Working,5089796,Secondary / secondary special
126000,Working,5089794,Secondary / secondary special
126000,Working,5089793,Secondary / secondary special
126000,Working,5089792,Secondary / secondary special
126000,Working,5089791,Secondary / secondary special
126000,Working,5089789,Secondary / secondary special
126000,Working,5089788,Secondary / secondary special
126000,Working,5089787,Secondary / secondary special
112500,Working,5089786,Secondary / secondary special
247500,Working,5089785,Secondary / secondary special
247500,Working,5089784,Secondary / secondary special
247500,Working,5089783,Secondary / secondary special
247500,Working,5089782,Secondary / secondary special
247500,Working,5089781,Secondary / secondary special
247500,Working,5089780,Secondary / secondary special
247500,Working,5089779,Secondary / secondary special
247500,Working,5089778,Secondary / secondary special
247500,Working,5089777,Secondary / secondary special
247500,Working,5089776,Secondary / secondary special
225000,Working,5089772,Secondary / secondary special
225000,Working,5089771,Secondary / secondary special
225000,Working,5089770,Secondary / secondary special
225000,Working,5089769,Secondary / secondary special
225000,Working,5089768,Secondary / secondary special
225000,Working,5089767,Secondary / secondary special
225000,Working,5089766,Secondary / secondary special
225000,Working,5089765,Secondary / secondary special
225000,Working,5089764,Secondary / secondary special
225000,Working,5089763,Secondary / secondary special
225000,Working,5089762,Secondary / secondary special
58500,Working,5089759,Secondary / secondary special
58500,Working,5089758,Secondary / secondary special
58500,Working,5089757,Secondary / secondary special
58500,Working,5089756,Secondary / secondary special
58500,Working,5089755,Secondary / secondary special
99000,Working,5089754,Secondary / secondary special
99000,Working,5089753,Secondary / secondary special
99000,Working,5089752,Secondary / secondary special
99000,Working,5089751,Secondary / secondary special
99000,Working,5089750,Secondary / secondary special
99000,Working,5089749,Secondary / secondary special
99000,Working,5089748,Secondary / secondary special
99000,Working,5089747,Secondary / secondary special
135000,Working,5089746,Secondary / secondary special
135000,Working,5089744,Secondary / secondary special
135000,Working,5089743,Secondary / secondary special
135000,Working,5089742,Secondary / secondary special
135000,Working,5089741,Secondary / secondary special
135000,Working,5089739,Secondary / secondary special
135000,Working,5089737,Secondary / secondary special
135000,Working,5089736,Secondary / secondary special
135000,Working,5089734,Secondary / secondary special
135000,Working,5089733,Secondary / secondary special
135000,Working,5089732,Secondary / secondary special
234000,Working,5089726,Secondary / secondary special
234000,Working,5089724,Secondary / secondary special
315000,Commercial associate,5089722,Secondary / secondary special
130500,Working,5089711,Secondary / secondary special
130500,Working,5089710,Secondary / secondary special
130500,Working,5089709,Secondary / secondary special
130500,Working,5089707,Secondary / secondary special
130500,Working,5089706,Secondary / secondary special
157500,Commercial associate,5089703,Secondary / secondary special
157500,Commercial associate,5089702,Secondary / secondary special
67500,Working,5089695,Secondary / secondary special
67500,Working,5089694,Secondary / secondary special
67500,Working,5089693,Secondary / secondary special
67500,Working,5089692,Secondary / secondary special
67500,Working,5089691,Secondary / secondary special
67500,Working,5089690,Secondary / secondary special
67500,Working,5089689,Secondary / secondary special
67500,Working,5089688,Secondary / secondary special
67500,Working,5089687,Secondary / secondary special
144000,Working,5089684,Secondary / secondary special
144000,Working,5089683,Secondary / secondary special
90000,Working,5089676,Secondary / secondary special
90000,Working,5089675,Secondary / secondary special
90000,Working,5089674,Secondary / secondary special
90000,Working,5089673,Secondary / secondary special
180000,Working,5089672,Secondary / secondary special
180000,Working,5089671,Secondary / secondary special
180000,Working,5089670,Secondary / secondary special
157500,Working,5089667,Lower secondary
99000,Commercial associate,5089664,Secondary / secondary special
99000,Commercial associate,5089663,Secondary / secondary special
99000,Commercial associate,5089662,Secondary / secondary special
99000,Commercial associate,5089661,Secondary / secondary special
99000,Commercial associate,5089659,Secondary / secondary special
99000,Commercial associate,5089658,Secondary / secondary special
99000,Commercial associate,5089657,Secondary / secondary special
99000,Commercial associate,5089656,Secondary / secondary special
99000,Commercial associate,5089655,Secondary / secondary special
99000,Commercial associate,5089654,Secondary / secondary special
99000,Commercial associate,5089653,Secondary / secondary special
99000,Commercial associate,5089652,Secondary / secondary special
99000,Commercial associate,5089650,Secondary / secondary special
306000,Working,5089649,Higher education
306000,Working,5089648,Higher education
306000,Working,5089647,Higher education
157500,Working,5089646,Higher education
157500,Working,5089645,Higher education
157500,Working,5089644,Higher education
157500,Working,5089643,Higher education
157500,Working,5089642,Higher education
157500,Working,5089641,Higher education
157500,Working,5089640,Higher education
157500,Working,5089639,Higher education
157500,Working,5089638,Higher education
157500,Working,5089637,Higher education
157500,Working,5089636,Higher education
315000,Commercial associate,5089635,Higher education
315000,Commercial associate,5089634,Higher education
315000,Commercial associate,5089633,Higher education
315000,Commercial associate,5089632,Higher education
315000,Commercial associate,5089631,Higher education
315000,Commercial associate,5089630,Higher education
315000,Commercial associate,5089629,Higher education
315000,Commercial associate,5089628,Higher education
315000,Commercial associate,5089627,Higher education
315000,Commercial associate,5089626,Higher education
315000,Commercial associate,5089625,Higher education
