ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,EDUCATION_TYPE
5088160,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,53,35,3.0,0,270000.0,Working,Secondary / secondary special
5088161,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,53,35,3.0,0,270000.0,Working,Secondary / secondary special
5088162,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,46,35,3.0,0,270000.0,Working,Secondary / secondary special
5088163,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,40,35,3.0,0,270000.0,Working,Secondary / secondary special
5088173,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,31,54,5.0,0,180000.0,Working,Incomplete higher
5088174,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,31,54,5.0,0,180000.0,Working,Incomplete higher
5088177,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,57,54,5.0,0,180000.0,Working,Incomplete higher
5088179,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,19,54,5.0,0,180000.0,Working,Incomplete higher
5088180,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,13,54,5.0,0,180000.0,Working,Incomplete higher
5088181,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,12,54,5.0,0,180000.0,Working,Incomplete higher
5088221,F,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,13,28,8.0,0,112500.0,Working,Secondary / secondary special
5088222,F,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,10,28,8.0,0,112500.0,Working,Secondary / secondary special
5088223,F,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,1,28,8.0,0,112500.0,Working,Secondary / secondary special
5088224,F,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,0,28,8.0,0,112500.0,Working,Secondary / secondary special
5088234,M,N,Y,0,Married,House / apartment,1,1,0,0,2.0,49,52,8.0,0,225000.0,Working,Secondary / secondary special
5088235,M,N,Y,0,Married,House / apartment,1,1,0,0,2.0,49,52,8.0,0,225000.0,Working,Secondary / secondary special
5088236,M,N,Y,0,Married,House / apartment,1,1,0,0,2.0,47,52,8.0,0,225000.0,Working,Secondary / secondary special
5088237,M,N,Y,0,Married,House / apartment,1,1,0,0,2.0,3,52,8.0,0,225000.0,Working,Secondary / secondary special
5088238,M,N,Y,0,Married,House / apartment,1,1,0,0,2.0,3,52,8.0,0,225000.0,Working,Secondary / secondary special
5088239,M,N,Y,0,Married,House / apartment,1,1,0,0,2.0,3,52,8.0,0,225000.0,Working,Secondary / secondary special
5088243,M,N,N,0,Married,With parents,1,0,0,0,2.0,14,27,4.0,0,180000.0,State servant,Secondary / secondary special
5088244,M,N,N,0,Married,With parents,1,0,0,0,2.0,16,27,4.0,0,180000.0,State servant,Secondary / secondary special
5088245,M,N,N,0,Married,With parents,1,0,0,0,2.0,24,27,4.0,0,180000.0,State servant,Secondary / secondary special
5088273,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,14,55,19.0,0,67500.0,Working,Secondary / secondary special
5088275,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,60,55,19.0,0,67500.0,Working,Secondary / secondary special
5088276,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,1,55,19.0,0,67500.0,Working,Secondary / secondary special
5088279,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,21,55,19.0,0,67500.0,Working,Secondary / secondary special
5088281,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,19,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088282,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,17,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088283,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,16,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088284,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,16,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088285,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,15,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088286,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,13,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088287,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,11,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088288,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,10,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088289,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,10,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088290,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,9,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088291,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,4,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088292,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,3,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088293,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,2,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088294,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,1,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088295,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,24,47,1.0,0,225000.0,Commercial associate,Secondary / secondary special
5088307,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,27,44,13.0,0,117000.0,Commercial associate,Secondary / secondary special
5088308,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,34,44,13.0,0,117000.0,Commercial associate,Secondary / secondary special
5088309,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,34,44,13.0,0,117000.0,Commercial associate,Secondary / secondary special
5088310,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,27,44,13.0,0,117000.0,Commercial associate,Secondary / secondary special
5088311,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,3,44,13.0,0,117000.0,Commercial associate,Secondary / secondary special
5088352,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,60,35,10.0,0,270000.0,Working,Secondary / secondary special
5088353,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,11,35,10.0,0,270000.0,Working,Secondary / secondary special
5088354,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,20,35,10.0,0,270000.0,Working,Secondary / secondary special
5088355,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,28,35,10.0,0,270000.0,Working,Secondary / secondary special
5088359,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,24,35,10.0,0,270000.0,Working,Secondary / secondary special
5088361,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,7,35,10.0,0,270000.0,Working,Secondary / secondary special
5088379,F,N,Y,1,Civil marriage,House / apartment,1,0,0,0,3.0,19,38,19.0,0,112500.0,Working,Secondary / secondary special
5088415,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,49,60,7.0,0,90000.0,Commercial associate,Secondary / secondary special
5088416,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,6,60,7.0,0,90000.0,Commercial associate,Secondary / secondary special
5088417,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,6,60,7.0,0,90000.0,Commercial associate,Secondary / secondary special
5088433,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,33,49,5.0,0,225000.0,Working,Secondary / secondary special
5088434,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,33,49,5.0,0,225000.0,Working,Secondary / secondary special
5088435,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,33,49,5.0,0,225000.0,Working,Secondary / secondary special
5088436,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,33,49,5.0,0,225000.0,Working,Secondary / secondary special
5088437,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,22,49,5.0,0,225000.0,Working,Secondary / secondary special
5088439,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,13,49,5.0,0,225000.0,Working,Secondary / secondary special
5088447,F,N,Y,0,Widow,House / apartment,1,0,1,0,1.0,14,63,6.0,0,157500.0,State servant,Secondary / secondary special
5088448,F,N,Y,0,Widow,House / apartment,1,0,1,0,1.0,7,63,6.0,0,157500.0,State servant,Secondary / secondary special
5088449,F,N,Y,0,Widow,House / apartment,1,0,1,0,1.0,25,63,6.0,0,157500.0,State servant,Secondary / secondary special
5088450,F,N,Y,0,Widow,House / apartment,1,0,1,0,1.0,13,63,6.0,0,157500.0,State servant,Secondary / secondary special
5088451,F,N,Y,0,Widow,House / apartment,1,0,1,0,1.0,19,63,6.0,0,157500.0,State servant,Secondary / secondary special
5088453,F,N,Y,0,Widow,House / apartment,1,0,1,0,1.0,12,63,6.0,0,157500.0,State servant,Secondary / secondary special
5088454,F,N,Y,0,Widow,House / apartment,1,0,1,0,1.0,12,63,6.0,0,157500.0,State servant,Secondary / secondary special
5088455,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,51,42,12.0,0,225000.0,Commercial associate,Secondary / secondary special
5088456,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,28,42,12.0,0,225000.0,Commercial associate,Secondary / secondary special
5088458,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,38,42,12.0,0,225000.0,Commercial associate,Secondary / secondary special
5088459,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,51,42,12.0,0,225000.0,Commercial associate,Secondary / secondary special
5088461,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,30,42,12.0,0,225000.0,Commercial associate,Secondary / secondary special
5088462,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,8,42,12.0,0,225000.0,Commercial associate,Secondary / secondary special
5088463,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,6,42,12.0,0,225000.0,Commercial associate,Secondary / secondary special
5088489,M,Y,N,1,Married,House / apartment,1,0,0,1,3.0,28,40,2.0,0,180000.0,Commercial associate,Secondary / secondary special
5088490,M,Y,N,1,Married,House / apartment,1,0,0,1,3.0,8,40,2.0,0,180000.0,Commercial associate,Secondary / secondary special
5088496,F,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,8,57,5.0,0,189000.0,Working,Secondary / secondary special
5088498,F,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,56,57,5.0,0,189000.0,Working,Secondary / secondary special
5088499,F,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,10,57,5.0,0,189000.0,Working,Secondary / secondary special
5088501,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,18,60,2.0,0,72000.0,Working,Higher education
5088502,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,25,60,2.0,0,72000.0,Working,Higher education
5088503,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,12,60,2.0,0,72000.0,Working,Higher education
5088532,M,Y,N,1,Married,House / apartment,1,0,0,0,3.0,11,35,3.0,0,225000.0,Commercial associate,Secondary / secondary special
5088551,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,59,50,24.0,0,90000.0,Commercial associate,Higher education
5088552,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,39,50,24.0,0,90000.0,Commercial associate,Higher education
5088553,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,27,50,24.0,0,90000.0,Commercial associate,Higher education
5088554,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,26,50,24.0,0,90000.0,Commercial associate,Higher education
5088555,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,40,50,24.0,0,90000.0,Commercial associate,Higher education
5088557,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,17,50,24.0,0,90000.0,Commercial associate,Higher education
5088563,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,33,54,21.0,0,63000.0,State servant,Secondary / secondary special
5088564,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,33,54,21.0,0,63000.0,State servant,Secondary / secondary special
5088565,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,13,54,21.0,0,63000.0,State servant,Secondary / secondary special
5088566,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,36,54,21.0,0,63000.0,State servant,Secondary / secondary special
5088567,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,4,54,21.0,0,63000.0,State servant,Secondary / secondary special
5088569,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,37,54,21.0,0,63000.0,State servant,Secondary / secondary special
5088600,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,19,36,4.0,0,180000.0,Working,Secondary / secondary special
5088601,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,5,36,4.0,0,180000.0,Working,Secondary / secondary special
5088602,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,22,36,4.0,0,180000.0,Working,Secondary / secondary special
5088603,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,19,36,4.0,0,180000.0,Working,Secondary / secondary special
5088604,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,16,36,4.0,0,180000.0,Working,Secondary / secondary special
5088605,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,5,36,4.0,0,180000.0,Working,Secondary / secondary special
5088626,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,18,47,12.0,0,256500.0,Commercial associate,Higher education
5088655,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,35,46,7.0,0,157500.0,Working,Higher education
5088656,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,49,46,7.0,0,157500.0,Working,Higher education
5088657,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,9,46,7.0,0,157500.0,Working,Higher education
5088664,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,47,25,4.0,0,225000.0,Commercial associate,Higher education
5088665,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,41,25,4.0,0,225000.0,Commercial associate,Higher education
5088666,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,28,25,4.0,0,225000.0,Commercial associate,Higher education
5088667,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,28,25,4.0,0,225000.0,Commercial associate,Higher education
5088668,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,24,25,4.0,0,225000.0,Commercial associate,Higher education
5088669,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,5,25,4.0,0,225000.0,Commercial associate,Higher education
5088670,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,43,25,4.0,0,225000.0,Commercial associate,Higher education
5088671,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,42,25,4.0,0,225000.0,Commercial associate,Higher education
5088672,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,14,25,4.0,0,225000.0,Commercial associate,Higher education
5088673,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,2,25,4.0,0,225000.0,Commercial associate,Higher education
5088683,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,12,54,1.0,0,184500.0,Commercial associate,Secondary / secondary special
5088684,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,28,54,1.0,0,184500.0,Commercial associate,Secondary / secondary special
5088685,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,32,51,4.0,0,135000.0,Working,Secondary / secondary special
5088686,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,52,51,4.0,0,135000.0,Working,Secondary / secondary special
5088687,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,52,51,4.0,0,135000.0,Working,Secondary / secondary special
5088688,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,48,51,4.0,0,135000.0,Working,Secondary / secondary special
5088689,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,32,51,4.0,0,135000.0,Working,Secondary / secondary special
5088690,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,22,51,4.0,0,135000.0,Working,Secondary / secondary special
5088691,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,19,51,4.0,0,135000.0,Working,Secondary / secondary special
5088692,M,N,Y,1,Married,House / apartment,1,1,1,0,3.0,18,51,4.0,0,135000.0,Working,Secondary / secondary special
5088696,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,42,48,3.0,0,252000.0,Working,Secondary / secondary special
5088697,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,42,48,3.0,0,252000.0,Working,Secondary / secondary special
5088698,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,22,48,3.0,0,252000.0,Working,Secondary / secondary special
5088699,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,20,48,3.0,0,252000.0,Working,Secondary / secondary special
5088700,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,25,48,3.0,0,252000.0,Working,Secondary / secondary special
5088701,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,20,48,3.0,0,252000.0,Working,Secondary / secondary special
5088723,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,8,46,4.0,0,90000.0,Working,Secondary / secondary special
5088724,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,31,46,4.0,0,90000.0,Working,Secondary / secondary special
5088725,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,41,46,4.0,0,90000.0,Working,Secondary / secondary special
5088726,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,4,46,4.0,0,90000.0,Working,Secondary / secondary special
5088727,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,13,46,4.0,0,90000.0,Working,Secondary / secondary special
5088728,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,11,46,4.0,0,90000.0,Working,Secondary / secondary special
5088732,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,10,51,13.0,0,112500.0,Working,Secondary / secondary special
5088733,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,15,51,13.0,0,112500.0,Working,Secondary / secondary special
5088734,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,38,51,13.0,0,112500.0,Working,Secondary / secondary special
5088782,M,N,N,1,Married,House / apartment,1,1,1,0,3.0,21,37,3.0,0,225000.0,Working,Secondary / secondary special
5088783,M,N,N,1,Married,House / apartment,1,1,1,0,3.0,21,37,3.0,0,225000.0,Working,Secondary / secondary special
5088784,M,N,N,1,Married,House / apartment,1,1,1,0,3.0,3,37,3.0,0,225000.0,Working,Secondary / secondary special
5088805,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,12,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088807,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,58,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088808,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,18,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088809,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,58,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088810,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,50,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088811,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,37,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088812,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,26,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088813,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,18,38,10.0,0,225000.0,State servant,Secondary / secondary special
5088814,F,N,Y,0,Married,Municipal apartment,1,1,0,1,2.0,33,40,8.0,0,112500.0,Commercial associate,Higher education
5088815,F,N,Y,0,Married,Municipal apartment,1,1,0,1,2.0,8,40,8.0,0,112500.0,Commercial associate,Higher education
5088816,F,N,Y,0,Single / not married,With parents,1,0,1,0,1.0,14,31,0.0,0,126000.0,Working,Secondary / secondary special
5088821,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,44,55,17.0,0,45000.0,Working,Secondary / secondary special
5088822,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,44,32,2.0,0,292500.0,Commercial associate,Higher education
5088823,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,28,32,2.0,0,292500.0,Commercial associate,Higher education
5088824,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,10,32,2.0,0,292500.0,Commercial associate,Higher education
5088825,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,26,32,2.0,0,292500.0,Commercial associate,Higher education
5088826,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,25,32,2.0,0,292500.0,Commercial associate,Higher education
5088828,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,38,32,2.0,0,292500.0,Commercial associate,Higher education
5088829,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,60,32,2.0,0,292500.0,Commercial associate,Higher education
5088830,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,0,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088831,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,13,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088832,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,19,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088833,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,24,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088834,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,44,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088835,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,18,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088836,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,25,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088837,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,25,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088838,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,4,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088839,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,30,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088840,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,43,34,10.0,0,612000.0,State servant,Secondary / secondary special
5090817,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,9,34,10.0,0,612000.0,State servant,Secondary / secondary special
5090818,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,56,34,10.0,0,612000.0,State servant,Secondary / secondary special
5088843,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,56,28,6.0,0,171000.0,Working,Higher education
5088844,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,32,28,6.0,0,171000.0,Working,Higher education
5088845,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,40,28,6.0,0,171000.0,Working,Higher education
5088847,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,58,28,6.0,0,171000.0,Working,Higher education
5088848,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,43,28,6.0,0,171000.0,Working,Higher education
5088850,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,45,31,6.0,0,112500.0,Working,Higher education
5088851,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,44,31,6.0,0,112500.0,Working,Higher education
5088852,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,13,31,6.0,0,112500.0,Working,Higher education
5088853,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,35,31,6.0,0,112500.0,Working,Higher education
5088854,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,7,31,6.0,0,112500.0,Working,Higher education
5088855,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,59,31,6.0,0,112500.0,Working,Higher education
5088856,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,36,31,6.0,0,112500.0,Working,Higher education
5090847,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,42,31,6.0,0,112500.0,Working,Higher education
5088857,F,Y,Y,2,Married,House / apartment,1,1,0,0,4.0,26,33,3.0,0,180000.0,Commercial associate,Higher education
5088858,F,Y,Y,2,Married,House / apartment,1,1,0,0,4.0,46,33,3.0,0,180000.0,Commercial associate,Higher education
5088859,F,Y,Y,2,Married,House / apartment,1,1,0,0,4.0,52,33,3.0,0,180000.0,Commercial associate,Higher education
5088860,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,22,57,18.0,0,270000.0,Working,Higher education
5088861,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,47,57,18.0,0,270000.0,Working,Higher education
5088862,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,37,57,18.0,0,270000.0,Working,Higher education
5088863,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,47,57,18.0,0,270000.0,Working,Higher education
5088865,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,20,57,18.0,0,270000.0,Working,Higher education
5088866,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,47,57,18.0,0,270000.0,Working,Higher education
5088868,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,24,57,18.0,0,270000.0,Working,Higher education
5090849,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,47,57,18.0,0,270000.0,Working,Higher education
5090851,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,13,57,18.0,0,270000.0,Working,Higher education
5088870,F,N,Y,0,Single / not married,With parents,1,0,0,1,1.0,10,26,2.0,0,166500.0,Working,Secondary / secondary special
5088871,F,N,Y,0,Single / not married,With parents,1,0,0,1,1.0,20,26,2.0,0,166500.0,Working,Secondary / secondary special
5088872,F,N,Y,0,Single / not married,With parents,1,0,0,1,1.0,4,26,2.0,0,166500.0,Working,Secondary / secondary special
5088873,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,22,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088874,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,21,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088875,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,26,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088876,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,39,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088877,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,48,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088878,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,42,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088879,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,28,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088880,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,48,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088881,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,44,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088882,F,Y,Y,0,Married,House / apartment,1,0,0,1,2.0,44,42,9.0,0,292500.0,Commercial associate,Secondary / secondary special
5088884,F,N,Y,0,Single / not married,Rented apartment,1,0,0,0,1.0,32,46,2.0,0,171000.0,Working,Secondary / secondary special
5088886,F,N,Y,0,Single / not married,Rented apartment,1,0,0,0,1.0,28,46,2.0,0,171000.0,Working,Secondary / secondary special
